Id,patient_id,avg_0,avg_1,avg_2,avg_3,avg_4,avg_5,avg_6,avg_7,avg_8,avg_9,avg_10,avg_11,avg_12,avg_13,avg_14,avg_15,file_size,result
100893,1,2.12606e-07,0.00989409,0.130783,-0.0759608,0.138024,-0.10626,-0.0403011,-0.25367,-0.181231,-0.317411,-0.321036,0.37585,0.454293,0.396477,0.27648,0.090446,5410211,0
100894,1,1.25224e-06,0.00188389,0.113132,-0.0528133,0.140921,-0.0734867,-0.0329862,-0.226383,-0.153724,-0.260676,-0.291722,0.317614,0.403759,0.331313,0.233844,0.0617956,5402473,0
100895,1,1.05998e-06,-0.0239633,0.101348,-0.0903038,0.0701038,-0.135993,-0.0585764,-0.232621,-0.147032,-0.259306,-0.2093,0.26951,0.474977,0.324542,0.327108,0.0560852,5768504,0
100896,1,4.36401e-07,-0.0361304,0.0862262,-0.0936628,0.0481344,-0.163791,-0.0837254,-0.256748,-0.148799,-0.274419,-0.185454,0.277398,0.519097,0.369605,0.370908,0.0680067,5764798,0
100897,1,5.22868e-07,-0.00811238,0.0438078,-0.0260376,0.0419126,-0.0458383,-0.0263742,-0.1032,-0.0567449,-0.110422,-0.113661,0.131665,0.184051,0.157984,0.123149,0.0162124,2813089,0
100898,1,7.97526e-07,-0.00312557,0.0449723,-0.0314254,0.0389384,-0.0504294,-0.0283033,-0.0956546,-0.0608712,-0.111179,-0.0986122,0.107151,0.199469,0.158238,0.117448,0.0133167,2867447,0
100899,1,7.88371e-07,-0.0230026,0.0743337,-0.090716,0.0865268,-0.106633,-0.0359196,-0.200584,-0.142498,-0.255274,-0.200521,0.292295,0.398031,0.29846,0.278039,0.0670933,5735019,0
100089,1,-1.52995e-06,0.104855,0.118519,-0.0250164,0.0984664,-0.112595,-0.0341201,-0.209363,-0.0949077,-0.254974,-0.22182,0.215816,0.427114,0.253173,0.174742,0.0190441,5496045,0
100089,1,-6.75456e-07,0.000140734,0.0675179,-0.0475228,0.0533425,-0.0615055,-0.0245663,-0.139001,-0.0677865,-0.141527,-0.130095,0.12442,0.269667,0.174472,0.169207,0.0255864,5337505,1
100008,1,-6.66046e-07,0.00469034,0.0940548,-0.103538,0.0551002,-0.147988,0.0276316,-0.259301,-0.157718,-0.319866,-0.188348,0.15416,0.583009,0.274944,0.332827,0.0986605,5498572,0
100008,1,-1.02946e-06,0.0763218,0.183825,-0.0511196,0.0618963,-0.100176,0.029387,-0.283052,-0.0619494,-0.185286,-0.183404,0.21835,0.251389,0.238049,0.199708,-0.0534066,5095772,1
100900,1,-4.86247e-07,-0.0139048,0.106954,-0.0877567,0.100123,-0.10509,-0.0401634,-0.211192,-0.142963,-0.249214,-0.198555,0.24712,0.422675,0.294714,0.270432,0.058693,5683028,0
100901,1,-1.11287e-06,-0.00688953,0.0918898,-0.0547818,0.113033,-0.060491,-0.021952,-0.177328,-0.127317,-0.21151,-0.230465,0.253011,0.336665,0.282566,0.185573,0.0454256,5430752,0
100902,1,3.86556e-07,-0.00109557,0.0896457,-0.0612897,0.0735308,-0.0953009,-0.0410617,-0.177655,-0.104338,-0.198631,-0.204651,0.236702,0.327599,0.260965,0.214253,0.0556338,5167971,0
100903,1,1.1556e-06,-0.0175373,0.0772826,-0.0975735,0.0540395,-0.140983,-0.0402856,-0.208633,-0.128404,-0.229788,-0.16521,0.207245,0.439373,0.311431,0.313981,0.0594194,5244779,0
100904,1,1.22579e-07,0.00167919,0.0110251,-0.00783749,0.0101085,-0.0093126,-0.00505834,-0.0203042,-0.0101333,-0.0174169,-0.0205416,0.0232751,0.0349082,0.0272498,0.0189878,0.00362093,532698,0
100905,1,-7.02922e-07,0.000486216,0.0477125,-0.0430599,0.035709,-0.0491035,-0.0213127,-0.0935495,-0.060422,-0.113629,-0.0988288,0.129793,0.180634,0.143361,0.12416,0.0262533,3485920,0
100906,1,4.06901e-09,-0.00105417,0.00024999,-0.00299167,0.000704162,-0.00203332,-0.000108352,-0.00361665,-0.00261667,-0.00668749,-0.00134584,0.00361254,0.00626663,0.00545415,0.00981663,0.00110001,97507,0
100907,1,1.34684e-06,0.00597938,0.0986602,-0.110403,0.0342969,-0.114272,-0.0420717,-0.185529,-0.100471,-0.198905,-0.162803,0.192571,0.424569,0.251456,0.243986,0.0302325,4646752,0
100908,1,8.72803e-07,-0.000944708,0.0948503,-0.108323,0.0420501,-0.115416,-0.0304597,-0.178259,-0.100675,-0.193653,-0.153001,0.190583,0.422099,0.235967,0.241461,0.0222213,5371014,0
100909,1,6.26628e-07,-0.00809722,0.0794641,-0.117502,0.0274081,-0.123872,-0.00422675,-0.148209,-0.123679,-0.208703,-0.13428,0.166514,0.42195,0.217986,0.271278,0.0455276,5032455,0
100090,1,-7.57853e-07,0.0494361,0.120051,-0.0636797,0.0823861,-0.107142,-0.0174335,-0.206075,-0.104141,-0.240819,-0.196477,0.19669,0.413749,0.26698,0.182611,0.029388,5543841,0
100090,1,-2.45667e-07,0.00626671,0.0853793,-0.0340781,0.0854843,-0.06165,-0.0377741,-0.174225,-0.0866998,-0.178982,-0.197852,0.202684,0.308912,0.228757,0.167619,0.0378224,5389246,1
100910,1,-4.23177e-07,0.0107829,0.126166,-0.0833011,0.0792132,-0.120641,-0.0609417,-0.229713,-0.129564,-0.235629,-0.199531,0.221788,0.454558,0.308402,0.275546,0.0361246,5663885,0
100911,1,2.22778e-07,0.00732363,0.102112,-0.0757278,0.065653,-0.100372,-0.0451754,-0.184305,-0.102938,-0.18009,-0.175589,0.186042,0.39579,0.254704,0.203237,0.0219577,5566834,0
100912,1,7.10042e-07,-0.005504,0.0813223,-0.0737243,0.0627028,-0.0887348,-0.0240291,-0.157683,-0.092617,-0.180712,-0.158061,0.17047,0.395053,0.240659,0.17822,0.00734556,5597205,0
100913,1,3.49935e-07,0.00376278,0.0634966,-0.0710053,0.0360289,-0.0736332,-0.0194701,-0.112854,-0.0594166,-0.113026,-0.113838,0.118159,0.280764,0.148317,0.140395,0.0108496,3653375,0
100914,1,-7.03939e-07,0.00485352,0.073658,-0.0934523,0.0375866,-0.095724,-0.0138759,-0.135288,-0.0878783,-0.160937,-0.117534,0.124259,0.366003,0.166248,0.205436,0.0293499,4372011,0
100915,1,-1.78019e-07,0.00128826,0.0670542,-0.072395,0.0362247,-0.0752377,-0.016954,-0.113104,-0.0796783,-0.13368,-0.103792,0.107867,0.289271,0.148627,0.168829,0.0277908,4111575,0
100916,1,-8.13802e-08,0.014171,0.0383713,-0.044374,0.0156834,-0.0549872,-0.0116289,-0.0847913,-0.0591505,-0.113826,-0.0634255,0.0682494,0.211939,0.108407,0.138316,0.016091,2133554,0
100917,1,-7.73112e-08,0.000582975,0.0152082,-0.0199378,0.00683347,-0.0222997,-0.00353768,-0.0311498,-0.0217086,-0.0409836,-0.0309954,0.0300874,0.0780591,0.0518085,0.0491962,0.00449176,1052151,0
100918,1,-1.2207e-08,-0.0117558,0.104474,-0.082566,0.0514893,-0.128736,-0.0504487,-0.21527,-0.154433,-0.25024,-0.162319,0.224094,0.474765,0.271492,0.318244,0.0506416,5616802,0
100919,1,-8.93148e-07,-0.0108493,0.0862758,-0.121051,0.0471121,-0.108137,-0.0196676,-0.175234,-0.110876,-0.216333,-0.17382,0.183885,0.467901,0.291196,0.23679,0.00857034,5697262,0
100091,1,-1.66016e-06,0.0665036,0.142324,-0.0657094,0.107562,-0.101674,-0.046882,-0.22643,-0.0886217,-0.220164,-0.213025,0.218047,0.404314,0.267258,0.175575,0.0216091,5444089,0
100091,1,3.54004e-07,0.0447617,0.0875205,-0.0221015,0.0601127,-0.0509867,-0.0405408,-0.132767,-0.0296081,-0.103254,-0.1283,0.12302,0.192508,0.1515,0.0915371,0.00740865,4816552,1
100920,1,6.32731e-07,-0.0105437,0.0950835,-0.154675,0.0243395,-0.1495,-0.0455768,-0.209705,-0.125649,-0.228319,-0.166148,0.204948,0.587336,0.288845,0.306867,-9.30206e-05,5808887,0
100921,1,8.36182e-07,-0.00617049,0.0731381,-0.0776284,0.0420846,-0.0959621,-0.0149293,-0.14438,-0.10715,-0.183059,-0.12818,0.142957,0.37905,0.217967,0.210365,0.0161178,4626100,0
100922,1,-1.78019e-08,-0.00390097,0.098639,-0.098058,0.0537836,-0.11901,-0.0459711,-0.203,-0.117428,-0.218235,-0.159097,0.198142,0.477433,0.271312,0.25057,0.0221382,5718099,0
100923,1,-7.85828e-07,-0.00695286,0.0747599,-0.111855,0.0339889,-0.108387,-0.0305135,-0.160017,-0.100005,-0.173203,-0.133326,0.157349,0.423501,0.232485,0.227731,0.00826185,4711434,0
100924,1,-2.03451e-07,-0.0013418,0.103011,-0.114235,0.0621985,-0.124132,-0.0492447,-0.211921,-0.120107,-0.213972,-0.161665,0.185137,0.510732,0.291232,0.268831,0.00726722,5731692,0
100925,1,1.31582e-06,-0.0259162,0.0746305,-0.132306,0.0263778,-0.15295,-0.0304333,-0.204976,-0.140932,-0.256275,-0.165826,0.230798,0.498493,0.270632,0.357984,0.0704347,5559558,0
100926,1,7.85319e-07,-0.0183128,0.072451,-0.0559807,0.0123904,-0.125212,-0.0387253,-0.161914,-0.105099,-0.211383,-0.143137,0.141488,0.39587,0.214663,0.294697,0.0603836,4081306,0
100927,1,-2.69572e-08,-0.00198754,0.00335839,-0.011329,0.00390831,-0.00803745,-0.00163749,-0.0114666,-0.0116791,-0.0167376,-0.0134416,0.0260707,0.0269917,0.0146627,0.0197211,0.00862908,377644,0
100928,1,3.96729e-07,-0.011866,0.0590152,-0.0444416,0.0592871,-0.0499074,-0.0139258,-0.121524,-0.0807757,-0.147167,-0.118316,0.136242,0.208836,0.174608,0.177625,0.0360991,3680961,0
100929,1,3.62142e-07,0.00174385,0.0844121,-0.0730421,0.0942809,-0.0765484,-0.0267314,-0.191236,-0.128734,-0.234527,-0.203051,0.23525,0.373464,0.283673,0.241243,0.04969,5777694,0
100092,1,9.19596e-07,0.0380494,0.127416,-0.0823576,0.0983959,-0.11447,-0.0317285,-0.239753,-0.0889698,-0.229556,-0.210597,0.22145,0.438798,0.298324,0.201545,0.0304507,5508139,0
100092,1,-3.84521e-07,0.0377788,0.0840938,-0.0279002,0.0510632,-0.0463036,-0.032504,-0.111246,-0.0322123,-0.0864805,-0.110188,0.107226,0.164734,0.129058,0.0774628,0.0080792,4782955,1
100930,1,5.18799e-07,0.00670626,0.129831,-0.0459571,0.135552,-0.0964952,-0.035579,-0.233936,-0.164035,-0.274751,-0.282867,0.333502,0.402032,0.348668,0.246043,0.059873,5657818,0
100931,1,1.02743e-06,0.00334975,0.0912682,-0.0506754,0.0774156,-0.0941369,-0.0432324,-0.184579,-0.114397,-0.204618,-0.203653,0.235047,0.348312,0.266839,0.22349,0.0499448,5675927,0
100932,1,1.32243e-07,0.00587992,0.0485176,-0.0311674,0.0510747,-0.0345371,-0.0235544,-0.0864959,-0.0480009,-0.088546,-0.0936489,0.101588,0.147241,0.120625,0.0893498,0.0121214,2227118,0
100933,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54739,0
100934,1,7.65991e-07,0.000803988,0.0792124,-0.0558293,0.057684,-0.0759989,-0.0312715,-0.145541,-0.0884406,-0.152761,-0.147943,0.164072,0.284984,0.196515,0.184097,0.0373448,4698783,0
100935,1,1.09049e-06,0.0106863,0.116101,-0.0658728,0.112903,-0.0962897,-0.0409252,-0.223991,-0.121361,-0.249535,-0.296572,0.317493,0.416349,0.355441,0.226139,0.0490761,5590860,0
100936,1,-5.37109e-07,-0.00677829,0.0991366,-0.0449404,0.0883245,-0.0878731,-0.0342545,-0.184025,-0.104156,-0.171698,-0.211732,0.239228,0.330765,0.274515,0.177494,0.0355757,3896518,0
100937,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54739,0
100938,1,-4.30298e-07,-0.00127086,0.063972,-0.052759,0.0347864,-0.0669078,-0.0411701,-0.12998,-0.0640127,-0.113905,-0.124433,0.151949,0.233939,0.175503,0.153796,0.02347,3351512,0
100939,1,1.05794e-06,-0.0152481,0.105277,-0.0800874,0.0719303,-0.111394,-0.0414711,-0.206381,-0.146329,-0.22601,-0.169005,0.220729,0.369556,0.275957,0.300122,0.0760557,5804017,0
100093,1,8.13802e-09,0.0513515,0.126856,-0.0707083,0.109075,-0.107795,-0.0340216,-0.2361,-0.100721,-0.236427,-0.211173,0.223928,0.463278,0.284486,0.185111,0.0153209,5581886,0
100093,1,-2.11589e-07,0.0210457,0.0592915,-0.0088513,0.0368585,-0.0301082,-0.0242704,-0.0803125,-0.021733,-0.0659533,-0.0808091,0.0769453,0.118187,0.0927303,0.0546869,0.00599536,4802996,1
100940,1,-2.40275e-06,-0.0486241,0.0899293,-0.154999,0.0496491,-0.167982,-0.0132933,-0.2561,-0.153196,-0.289607,-0.156107,0.171769,0.563329,0.348783,0.468322,0.0728522,5783208,0
100941,1,-1.24308e-06,-0.0220547,0.0554342,-0.0930154,0.045722,-0.0893427,-0.0252806,-0.162128,-0.0812244,-0.167157,-0.121872,0.143305,0.333884,0.214527,0.247773,0.0379096,3679367,0
100942,1,-3.7028e-07,-0.0391502,0.087662,-0.0762902,0.0577088,-0.159369,-0.0489669,-0.251997,-0.145991,-0.261617,-0.174796,0.199281,0.520197,0.328129,0.394401,0.0748487,5681586,0
100943,1,-6.9987e-07,-0.0130418,0.0753895,-0.0839662,0.0910252,-0.076128,-0.0447826,-0.18262,-0.112838,-0.193454,-0.177048,0.250678,0.322061,0.25478,0.220268,0.0472108,5608136,0
100944,1,-6.1849e-07,0.00234572,0.0709512,-0.0581558,0.0715776,-0.0567391,-0.0343002,-0.13697,-0.0750422,-0.139029,-0.136574,0.159567,0.240635,0.203785,0.145969,0.0186089,5442871,0
100945,1,1.16577e-06,0.00323271,0.0805516,-0.0323371,0.0848408,-0.0742883,-0.041396,-0.157896,-0.105899,-0.183996,-0.172546,0.228221,0.277318,0.234713,0.158975,0.0386695,5519480,0
100946,1,-6.4036e-07,-0.00836423,0.103063,-0.0502035,0.132494,-0.0800977,-0.0520725,-0.22115,-0.121203,-0.242609,-0.248271,0.29413,0.386474,0.318372,0.215801,0.0486669,5500411,0
100947,1,-7.85319e-07,0.00678374,0.111117,-0.0747715,0.1235,-0.0900798,-0.0463151,-0.221166,-0.129078,-0.245069,-0.272809,0.313745,0.395502,0.322114,0.242357,0.0597036,5477698,0
100948,1,1.23291e-06,-0.0051975,0.0988937,-0.0524125,0.14202,-0.0851915,-0.037287,-0.240238,-0.130571,-0.282338,-0.302273,0.334015,0.447563,0.339,0.246311,0.0605318,5393744,0
100949,1,2.683e-07,-0.000350675,0.0480034,-0.0371847,0.0245702,-0.0577249,-0.0284842,-0.104292,-0.0619338,-0.109383,-0.0799822,0.111517,0.201666,0.141837,0.136772,0.0176838,3043965,0
100094,1,1.16374e-06,0.0541084,0.083809,-0.0357199,0.0670426,-0.0653925,-0.0148379,-0.140537,-0.0461716,-0.152109,-0.131799,0.126018,0.240073,0.162671,0.116947,0.015908,3893945,0
100094,1,-7.64974e-07,0.0261445,0.0585268,-0.0194986,0.0418498,-0.0369597,-0.023442,-0.0938499,-0.0276048,-0.0821175,-0.0940372,0.0955046,0.147154,0.114955,0.0732283,0.00803809,4865624,1
100950,1,-6.10352e-08,0.00149184,0.0572616,-0.0363337,0.0472624,-0.0606759,-0.0325992,-0.115422,-0.066866,-0.135108,-0.121869,0.152761,0.202229,0.17006,0.145634,0.0333505,4594338,0
100951,1,8.18888e-07,-0.0208234,0.0377883,-0.0635168,0.0282501,-0.0740879,-0.0114168,-0.119955,-0.0851703,-0.139438,-0.0973533,0.110651,0.282969,0.155462,0.199958,0.0492245,2724534,0
100952,1,1.7334e-06,-0.0337763,0.0820729,-0.144906,0.0318726,-0.156951,-0.0239709,-0.23724,-0.145309,-0.252452,-0.152312,0.162505,0.508055,0.310178,0.444927,0.0800078,5921471,0
100953,1,9.70459e-07,-0.0275687,0.087402,-0.0820507,0.0502267,-0.140554,-0.0656042,-0.244956,-0.142959,-0.275149,-0.175166,0.23024,0.469307,0.357289,0.381005,0.056253,5952211,0
100954,1,1.50146e-06,5.53223e-05,0.0708711,-0.08436,0.0799845,-0.0662391,-0.0332843,-0.165033,-0.096047,-0.187303,-0.161914,0.198453,0.301764,0.236525,0.205231,0.0357199,5621736,0
100955,1,4.86247e-07,0.00198207,0.0923232,-0.0671672,0.0581969,-0.102832,-0.0489456,-0.183393,-0.0959785,-0.199525,-0.188633,0.252245,0.336612,0.252951,0.227979,0.0420068,5690864,0
100956,1,-9.4401e-07,-0.031878,0.0756645,-0.0903845,0.0797353,-0.106915,-0.0425898,-0.214514,-0.133644,-0.239357,-0.20901,0.274992,0.425865,0.314096,0.291908,0.0564407,5849049,0
100957,1,-2.17285e-06,-0.0376566,0.0783019,-0.164743,0.0631469,-0.149579,-0.0181166,-0.249287,-0.143836,-0.272161,-0.22799,0.245315,0.532191,0.34783,0.406587,0.0935791,5858548,0
100958,1,-1.92057e-06,-0.0419249,0.0890405,-0.158603,0.0679158,-0.166235,-0.0372992,-0.264654,-0.144594,-0.285761,-0.221278,0.255072,0.547743,0.389495,0.429725,0.081345,5878607,0
100959,1,-1.31226e-06,-0.0290878,0.0880358,-0.092529,0.0639796,-0.141872,-0.0610178,-0.246757,-0.132097,-0.247975,-0.188931,0.236417,0.452513,0.35348,0.35705,0.0667149,5819269,0
100095,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54740,0
100095,1,3.25521e-07,0.0189388,0.0567298,-0.0235438,0.0434534,-0.0307447,-0.0254452,-0.0906163,-0.0257257,-0.0748341,-0.0895874,0.0943957,0.137426,0.105863,0.0697202,0.0071085,4871152,1
100960,1,-1.01725e-06,-0.00129566,0.1019,-0.0755324,0.0647409,-0.114399,-0.0510925,-0.196134,-0.122446,-0.22682,-0.206336,0.26275,0.372634,0.287343,0.27059,0.0632317,5579414,0
100961,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54739,0
100962,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54739,0
100963,1,-8.36182e-07,-0.0211763,0.0524493,-0.0741519,0.0329753,-0.0983385,-0.0103099,-0.154353,-0.102175,-0.189127,-0.114325,0.144637,0.315489,0.220816,0.266751,0.0557301,3855850,0
100964,1,-1.22782e-06,-0.0402571,0.0939861,-0.157426,0.0509003,-0.167015,-0.00633788,-0.268104,-0.174115,-0.320334,-0.212103,0.227894,0.558306,0.364029,0.490795,0.109447,5853297,0
100965,1,1.55843e-06,-0.0318267,0.0822311,-0.170183,0.0565616,-0.162837,-0.00915997,-0.256002,-0.147695,-0.300107,-0.219994,0.29039,0.542436,0.32609,0.415778,0.109677,5806196,0
100966,1,7.54801e-07,-0.0346141,0.0650948,-0.106461,0.0617317,-0.127296,-0.0314828,-0.203055,-0.128421,-0.21942,-0.191478,0.23559,0.436335,0.294862,0.322147,0.0562823,4977211,0
100967,1,-6.95801e-07,0.00277204,0.0903302,-0.0610509,0.0636713,-0.0812116,-0.0372377,-0.1533,-0.0662489,-0.144145,-0.129966,0.153917,0.2909,0.199671,0.166617,0.0214956,5307397,0
100968,1,-4.45557e-07,-0.0067004,0.0878785,-0.0957977,0.0711784,-0.110649,-0.0183509,-0.190567,-0.12465,-0.226582,-0.181655,0.215045,0.422423,0.258633,0.272533,0.0566837,5601793,0
100969,1,2.56348e-07,-0.00414615,0.0223373,-0.0320344,0.0121331,-0.0223455,-0.0073206,-0.0448294,-0.0210037,-0.0474125,-0.037333,0.038883,0.0840411,0.073446,0.0623298,0.00968351,995362,0
100096,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54740,0
100096,1,6.663e-08,0.0203261,0.0514291,-0.0256044,0.0391091,-0.0293951,-0.0204754,-0.0798915,-0.0169629,-0.064534,-0.0810245,0.0796997,0.122001,0.100587,0.0581581,0.00506757,4826249,1
100970,1,4.95402e-07,0.00359268,0.0920995,-0.065533,0.0568832,-0.093494,-0.0474219,-0.172247,-0.0875506,-0.169744,-0.182527,0.218275,0.318119,0.251969,0.193759,0.0355916,5558963,0
100971,1,-4.30298e-07,-0.00195397,0.0338298,-0.0166298,0.0211089,-0.0384296,-0.0157205,-0.067875,-0.0353507,-0.072616,-0.0723418,0.09146,0.124812,0.0991704,0.0779344,0.0203419,2242365,0
100972,1,1.14136e-06,-0.000643083,0.096856,-0.0536177,0.0683822,-0.103548,-0.0599778,-0.208504,-0.120931,-0.232369,-0.175016,0.223419,0.398429,0.29391,0.26996,0.0300729,5765330,0
100973,1,-5.69153e-07,0.00573482,0.0821533,-0.0570011,0.0528532,-0.0779784,-0.0337708,-0.144504,-0.0810593,-0.157448,-0.122012,0.146198,0.284439,0.203119,0.178392,0.0214657,4492495,0
100974,1,-2.54313e-10,0.000391667,-9.16662e-05,-0.000329168,7.0834e-05,-0.000112501,-0.000158335,-0.000487501,-5.4166e-05,-2.08319e-05,-0.000125,0.000187499,0.000533336,0.000383331,0.000366666,-1.25003e-05,64525,0
100975,1,2.92969e-07,0.00694108,0.0478535,-0.0406533,0.0275424,-0.0506879,-0.00832539,-0.0869673,-0.0516045,-0.0949451,-0.0990664,0.0888295,0.208631,0.135108,0.0955795,0.00791709,3353368,0
100976,1,1.47502e-07,0.0460971,0.118607,-0.0775116,0.0653241,-0.086703,-0.0125156,-0.207059,-0.0823508,-0.16053,-0.162045,0.180803,0.295559,0.231841,0.156888,-0.0110906,4758058,0
100977,1,3.58073e-07,0.063745,0.162423,-0.0939952,0.0711247,-0.103074,0.0108403,-0.297518,-0.0899714,-0.209607,-0.2152,0.235086,0.35571,0.307101,0.204412,-0.055872,6251965,0
100978,1,-1.08643e-06,0.035688,0.122638,-0.0590222,0.0561132,-0.0876548,0.0311195,-0.194219,-0.0647704,-0.144684,-0.166253,0.18997,0.239767,0.187386,0.17819,-0.040529,4933847,0
100979,1,-5.4423e-07,0.0627889,0.139775,-0.0778275,0.0646074,-0.0793384,0.00770317,-0.246597,-0.0600162,-0.156687,-0.169592,0.185409,0.251871,0.221833,0.147633,-0.0567604,5471714,0
100097,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54739,0
100097,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54739,1
100980,1,-1.70898e-06,0.0489531,0.117156,-0.0670485,0.0571617,-0.0785966,0.00636198,-0.192775,-0.0567217,-0.140184,-0.150533,0.160462,0.246809,0.186702,0.144447,-0.0354965,5930442,0
100981,1,-4.78109e-07,0.0374269,0.140459,-0.0650975,0.061793,-0.0875907,0.0260227,-0.237596,-0.0629961,-0.163729,-0.17882,0.19939,0.279844,0.223731,0.179351,-0.0553982,6211548,0
100982,1,2.67537e-07,0.0148499,0.0367838,-0.00809159,0.0130503,-0.0261753,0.00777523,-0.053029,-0.0150082,-0.0362625,-0.0425457,0.0492748,0.049475,0.0461124,0.0486285,-0.0127836,1524292,0
100983,1,-9.15527e-08,0.00260102,0.025984,-0.0203713,0.0143504,-0.0243169,-0.0016875,-0.0427999,-0.0180209,-0.0469839,-0.0505672,0.0442245,0.0979658,0.0569576,0.0520875,0.00194185,3596381,0
100984,1,2.15149e-07,0.00717551,0.0411882,-0.0442056,0.0174949,-0.0583701,-0.00723782,-0.078008,-0.0464618,-0.0889364,-0.0807547,0.0723216,0.216026,0.0856299,0.119408,0.0167289,4632845,0
100985,1,-1.19629e-06,-0.0261433,0.0532008,-0.0910215,0.0534239,-0.120759,-0.0171676,-0.164384,-0.134483,-0.25135,-0.137578,0.200469,0.430899,0.195904,0.293482,0.0720592,4396039,0
100986,1,-1.34735e-06,-0.0237712,0.0785068,-0.12677,0.0314252,-0.156087,-0.0111345,-0.186933,-0.153553,-0.255849,-0.155369,0.194101,0.496077,0.238324,0.362217,0.0892655,5481419,0
100987,1,-6.21541e-07,-0.0343754,0.0674785,-0.0636806,0.0760317,-0.146396,-0.0475318,-0.218067,-0.175857,-0.320445,-0.185273,0.283122,0.527151,0.286507,0.355285,0.0809852,5929350,0
100988,1,3.31624e-07,-0.00678822,0.0258873,-0.0256585,0.0291583,-0.0283705,-0.0158084,-0.0602086,-0.0394088,-0.0686037,-0.0614755,0.0875248,0.111851,0.0861626,0.0751379,0.0173785,2048934,0
100989,1,-9.23665e-07,-0.00325495,0.087898,-0.0855992,0.10041,-0.100358,-0.0479765,-0.20153,-0.126232,-0.229835,-0.226859,0.262967,0.385989,0.318736,0.25009,0.0411525,5702171,0
100098,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54739,0
100098,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54739,1
100990,1,1.89006e-06,-0.00319872,0.088761,-0.0722634,0.0909509,-0.089593,-0.0343407,-0.184866,-0.118694,-0.229546,-0.20993,0.231935,0.346012,0.28141,0.25981,0.0561117,5622454,0
100991,1,-3.49935e-07,-0.00829906,0.0712603,-0.0649102,0.0759962,-0.0852295,-0.0331782,-0.162162,-0.104846,-0.188183,-0.181418,0.222173,0.304089,0.235235,0.206425,0.0529954,5585240,0
100992,1,6.2205e-07,0.00395824,0.0974256,-0.0653548,0.110881,-0.0727307,-0.030072,-0.181711,-0.124229,-0.231644,-0.19797,0.218474,0.353657,0.255284,0.225241,0.0360611,5567262,0
100993,1,-1.52588e-07,-0.00173837,0.0813709,-0.072303,0.0932537,-0.0770605,-0.0298552,-0.173962,-0.111882,-0.205637,-0.220878,0.274491,0.320726,0.270367,0.195963,0.0475548,5524544,0
100994,1,-7.1818e-07,9.53613e-05,0.0516593,-0.0312848,0.0841152,-0.0422452,-0.0265265,-0.12125,-0.0715294,-0.133658,-0.148766,0.156233,0.240107,0.174715,0.113619,0.0262841,3042600,0
100995,1,8.78906e-07,-0.0144073,0.112162,-0.0789214,0.0784065,-0.10278,-0.0369316,-0.190321,-0.130347,-0.222269,-0.18296,0.203825,0.365452,0.283104,0.279765,0.0459398,5644668,0
100996,1,7.14111e-07,-0.022078,0.0649279,-0.0586492,0.0471547,-0.104476,-0.0325587,-0.162137,-0.0919755,-0.189747,-0.138456,0.17152,0.332199,0.227902,0.237083,0.0535416,4092532,0
100997,1,-4.29281e-07,0.00329223,0.0562402,-0.0398626,0.0572678,-0.0514155,-0.0263008,-0.117867,-0.0621283,-0.119751,-0.125984,0.134976,0.217194,0.159704,0.140703,0.0195408,5369474,0
100998,1,-1.72933e-06,-0.00955192,0.107866,-0.0649135,0.125508,-0.0879648,-0.0431131,-0.21463,-0.13932,-0.236687,-0.287209,0.320221,0.393878,0.333291,0.219515,0.0706672,5446511,0
100999,1,-6.49007e-07,0.00842499,0.109811,-0.0757293,0.116914,-0.0797561,-0.0415834,-0.206391,-0.127377,-0.22549,-0.242856,0.247797,0.369882,0.30458,0.223071,0.0483081,5390162,0
100099,1,8.4432e-07,0.004949,0.0801821,-0.105437,0.0387531,-0.100425,0.00947,-0.200193,-0.104959,-0.206655,-0.135988,0.131115,0.413821,0.217759,0.228151,0.0341818,3631235,0
